Gender,Caste,coaching,Class_ten_education,twelve_education,medium,Class_X_Percentage,Class_XII_Percentage,Father_occupation,Mother_occupation,time,Performance
female,SC,NO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,ONE,Good
female,General,WA,SEBA,AHSEC,OTHERS,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Good
male,General,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,SCHOOL_TEACHER,SCHOOL_TEACHER,THREE,Good
male,OBC,NO,SEBA,AHSEC,ENGLISH,Good,Vg,OTHERS,OTHERS,TWO,Good
male,General,WA,SEBA,AHSEC,OTHERS,Vg,Excellent,SCHOOL_TEACHER,HOUSE_WIFE,TWO,Good
male,General,WA,CBSE,CBSE,ENGLISH,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE,THREE,Good
male,SC,WA,SEBA,AHSEC,ASSAMESE,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE,TWO,Good
male,General,WA,SEBA,AHSEC,OTHERS,Good,Vg,SCHOOL_TEACHER,OTHERS,TWO,Good
male,General,NO,SEBA,AHSEC,OTHERS,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE,ONE,Good
female,General,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,ONE,Good
male,General,OA,CBSE,CBSE,ENGLISH,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE,TWO,Good
male,General,OA,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,SCHOOL_TEACHER,ONE,Good
male,General,WA,SEBA,AHSEC,OTHERS,Vg,Excellent,OTHERS,SCHOOL_TEACHER,TWO,Good
male,General,WA,CBSE,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,TWO,Good
female,OBC,NO,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,OTHERS,ONE,Good
female,OBC,WA,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,DOCTOR,HOUSE_WIFE,TWO,Good
male,General,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,OTHERS,ONE,Good
male,SC,WA,SEBA,AHSEC,OTHERS,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Good
male,General,WA,SEBA,AHSEC,OTHERS,Vg,Vg,OTHERS,HOUSE_WIFE,TWO,Good
male,General,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Good
male,OBC,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Good
female,General,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Good
male,OBC,NO,SEBA,AHSEC,OTHERS,Average,Good,OTHERS,HOUSE_WIFE,TWO,Good
male,General,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Good
female,OBC,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,DOCTOR,HOUSE_WIFE,TWO,Good
male,General,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Good
male,OBC,WA,SEBA,AHSEC,ASSAMESE,Good,Average,OTHERS,HOUSE_WIFE,THREE,Good
male,OBC,WA,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,SCHOOL_TEACHER,THREE,Good
male,OBC,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,TWO,Good
male,OBC,NO,CBSE,AHSEC,ASSAMESE,Vg,Good,SCHOOL_TEACHER,HOUSE_WIFE,THREE,Good
female,OBC,WA,SEBA,CBSE,ENGLISH,Excellent,Vg,OTHERS,OTHERS,TWO,Good
male,OBC,NO,SEBA,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,ONE,Good
female,OBC,WA,SEBA,AHSEC,ASSAMESE,Excellent,Vg,BUSINESS,OTHERS,FOUR,Good
female,OBC,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,BUSINESS,HOUSE_WIFE,FOUR,Good
female,OBC,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,THREE,Good
female,OBC,WA,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,CULTIVATOR,SCHOOL_TEACHER,TWO,Good
female,OBC,WA,SEBA,AHSEC,ASSAMESE,Excellent,Vg,OTHERS,SCHOOL_TEACHER,THREE,Good
male,OBC,WA,SEBA,AHSEC,ENGLISH,Excellent,Good,SCHOOL_TEACHER,SCHOOL_TEACHER,ONE,Good
male,OBC,NO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,DOCTOR,OTHERS,ONE,Good
male,OBC,WA,CBSE,CBSE,ENGLISH,Good,Excellent,OTHERS,HOUSE_WIFE,THREE,Good
female,OBC,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER,ONE,Good
female,OBC,NO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE,ONE,Good
female,OBC,OA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Good
female,OBC,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE,TWO,Good
female,OBC,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE,TWO,Good
female,OBC,WA,SEBA,AHSEC,ENGLISH,Vg,Excellent,BUSINESS,HOUSE_WIFE,ONE,Good
male,OBC,WA,CBSE,CBSE,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE,THREE,Good
female,OBC,WA,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE,TWO,Average
male,OBC,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,TWO,Average
female,OBC,WA,SEBA,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Average
male,OBC,WA,SEBA,AHSEC,ENGLISH,Vg,Good,OTHERS,HOUSE_WIFE,TWO,Average
female,OBC,WA,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,DOCTOR,HOUSE_WIFE,TWO,Average
male,OBC,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER,ONE,Average
female,OBC,NO,SEBA,AHSEC,ASSAMESE,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE,THREE,Average
male,OBC,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Average
female,OBC,NO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,ONE,Average
male,OBC,WA,SEBA,AHSEC,ASSAMESE,Vg,Good,BUSINESS,HOUSE_WIFE,THREE,Average
male,OBC,OA,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,OTHERS,TWO,Average
female,OBC,WA,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Average
male,OBC,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,OTHERS,TWO,Average
female,OBC,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Average
female,OBC,NO,SEBA,AHSEC,ASSAMESE,Vg,Good,OTHERS,HOUSE_WIFE,TWO,Average
male,OBC,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE,TWO,Average
female,OBC,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Average
male,OBC,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE,TWO,Average
male,OBC,NO,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE,TWO,Average
male,OBC,WA,SEBA,CBSE,ENGLISH,Vg,Vg,BUSINESS,HOUSE_WIFE,ONE,Average
male,OBC,WA,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,OTHERS,THREE,Average
male,OBC,NO,SEBA,AHSEC,OTHERS,Vg,Average,SCHOOL_TEACHER,HOUSE_WIFE,FOUR,Average
female,OBC,NO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER,ONE,Average
male,OBC,WA,SEBA,AHSEC,ASSAMESE,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Average
male,OBC,NO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,BUSINESS,SCHOOL_TEACHER,TWO,Average
female,SC,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,THREE,Good
male,SC,WA,SEBA,AHSEC,ENGLISH,Vg,Good,SCHOOL_TEACHER,HOUSE_WIFE,THREE,Good
female,SC,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE,TWO,Good
female,SC,NO,SEBA,AHSEC,OTHERS,Excellent,Excellent,ENGINEER,HOUSE_WIFE,TWO,Good
female,SC,OA,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Good
female,SC,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE,THREE,Good
male,SC,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE,TWO,Good
female,SC,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,HOUSE_WIFE,TWO,Average
female,SC,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Average
female,SC,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,THREE,Average
male,SC,WA,SEBA,AHSEC,ASSAMESE,Good,Good,OTHERS,HOUSE_WIFE,ONE,Average
female,SC,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Average
female,SC,WA,SEBA,AHSEC,ASSAMESE,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE,THREE,Average
female,SC,WA,SEBA,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,ONE,Average
female,SC,WA,CBSE,CBSE,ENGLISH,Vg,Vg,BANK_OFFICIAL,OTHERS,THREE,Average
female,SC,NO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Average
female,SC,NO,SEBA,AHSEC,ASSAMESE,Average,Good,BUSINESS,HOUSE_WIFE,TWO,Average
male,SC,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Average
female,SC,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,OTHERS,TWO,Average
female,SC,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE,TWO,Average
male,SC,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Average
male,SC,WA,SEBA,AHSEC,ASSAMESE,Vg,Vg,CULTIVATOR,HOUSE_WIFE,TWO,Average
male,SC,WA,CBSE,CBSE,ENGLISH,Excellent,Good,SCHOOL_TEACHER,OTHERS,TWO,Average
male,SC,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,SCHOOL_TEACHER,TWO,Average
female,SC,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Average
male,SC,NO,SEBA,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,ONE,Average
female,SC,WA,SEBA,AHSEC,OTHERS,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE,TWO,Average
male,SC,NO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,OTHERS,ONE,Average
male,SC,NO,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE,TWO,Average
female,SC,NO,SEBA,CBSE,ENGLISH,Vg,Vg,DOCTOR,SCHOOL_TEACHER,TWO,Average
female,SC,WA,SEBA,AHSEC,OTHERS,Good,Good,SCHOOL_TEACHER,OTHERS,THREE,Average
female,SC,WA,SEBA,CBSE,ENGLISH,Vg,Excellent,OTHERS,HOUSE_WIFE,TWO,Average
female,SC,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,OTHERS,TWO,Average
male,SC,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,SCHOOL_TEACHER,TWO,Average
male,SC,WA,SEBA,AHSEC,ASSAMESE,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE,TWO,Average
female,SC,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,HOUSE_WIFE,ONE,Average
male,SC,NO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE,ONE,Average
male,SC,WA,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,ENGINEER,HOUSE_WIFE,TWO,Average
male,ST,WA,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,TWO,Good
female,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE,TWO,Good
female,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,BANK_OFFICIAL,HOUSE_WIFE,TWO,Good
female,ST,WA,SEBA,CBSE,ENGLISH,Vg,Vg,BUSINESS,HOUSE_WIFE,TWO,Average
male,ST,OA,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER,TWO,Average
male,ST,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,ONE,Average
male,ST,NO,SEBA,AHSEC,ENGLISH,Vg,Vg,SCHOOL_TEACHER,SCHOOL_TEACHER,THREE,Average
male,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Average
female,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,SCHOOL_TEACHER,ONE,Average
female,ST,WA,SEBA,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,COLLEGE_TEACHER,TWO,Average
female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Average
female,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Average
male,ST,WA,SEBA,AHSEC,ENGLISH,Good,Good,ENGINEER,SCHOOL_TEACHER,ONE,Average
male,ST,WA,SEBA,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Average
female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE,TWO,Average
male,ST,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE,ONE,Average
female,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,BANK_OFFICIAL,HOUSE_WIFE,TWO,Average
male,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Vg,CULTIVATOR,HOUSE_WIFE,TWO,Average
female,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Good,ENGINEER,BUSINESS,THREE,Average
male,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Average
male,ST,OA,CBSE,CBSE,ENGLISH,Excellent,Vg,BUSINESS,SCHOOL_TEACHER,TWO,Average
female,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,DOCTOR,HOUSE_WIFE,TWO,Average
female,ST,WA,CBSE,CBSE,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE,TWO,Average
female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE,TWO,Average
male,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE,TWO,Average
female,ST,WA,OTHERS,OTHERS,ENGLISH,Excellent,Excellent,DOCTOR,COLLEGE_TEACHER,TWO,Average
female,ST,WA,SEBA,AHSEC,ASSAMESE,Excellent,Vg,OTHERS,OTHERS,TWO,Average
male,ST,OA,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,ONE,Average
female,ST,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,BANK_OFFICIAL,HOUSE_WIFE,TWO,Average
male,ST,WA,SEBA,AHSEC,ASSAMESE,Excellent,Vg,BANK_OFFICIAL,HOUSE_WIFE,TWO,Average
female,ST,WA,SEBA,AHSEC,OTHERS,Average,Vg,OTHERS,HOUSE_WIFE,ONE,Average
male,ST,NO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,OTHERS,ONE,Average
female,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Good,ENGINEER,HOUSE_WIFE,TWO,Average
male,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE,TWO,Average
male,ST,WA,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE,TWO,Average
female,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Average,OTHERS,HOUSE_WIFE,THREE,Average
male,ST,NO,CBSE,CBSE,ENGLISH,Vg,Good,CULTIVATOR,HOUSE_WIFE,TWO,Average
male,ST,WA,SEBA,AHSEC,ENGLISH,Average,Good,OTHERS,HOUSE_WIFE,ONE,Average
female,ST,OA,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Average
female,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Vg,BANK_OFFICIAL,HOUSE_WIFE,THREE,Average
female,ST,WA,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,TWO,Average
male,ST,OA,CBSE,CBSE,ENGLISH,Vg,Excellent,OTHERS,HOUSE_WIFE,THREE,Average
female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Average
female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,COLLEGE_TEACHER,HOUSE_WIFE,TWO,Average
female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Good,SCHOOL_TEACHER,HOUSE_WIFE,TWO,Average
male,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE,TWO,Average
male,ST,NO,SEBA,AHSEC,ENGLISH,Average,Average,OTHERS,HOUSE_WIFE,ONE,Average
male,ST,NO,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE,THREE,Average
male,ST,NO,SEBA,AHSEC,ASSAMESE,Vg,Good,CULTIVATOR,HOUSE_WIFE,ONE,Average
female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Average
female,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE,TWO,Average
male,ST,NO,SEBA,AHSEC,ENGLISH,Good,Vg,OTHERS,HOUSE_WIFE,ONE,Average
male,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,SCHOOL_TEACHER,HOUSE_WIFE,TWO,Average
male,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Average
male,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE,TWO,Average
male,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE,TWO,Average
male,ST,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE,ONE,Average
female,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,OTHERS,ONE,Average
male,ST,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,THREE,Average
female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,CULTIVATOR,OTHERS,TWO,Average
female,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE,TWO,Average
female,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Vg,ENGINEER,HOUSE_WIFE,TWO,Average
female,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE,TWO,Average
male,ST,WA,CBSE,CBSE,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE,TWO,Average
male,ST,OA,CBSE,CBSE,ENGLISH,Excellent,Vg,CULTIVATOR,HOUSE_WIFE,TWO,Average
female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER,ONE,Average
male,ST,NO,SEBA,AHSEC,ENGLISH,Average,Good,BUSINESS,HOUSE_WIFE,TWO,Average
male,ST,NO,SEBA,AHSEC,ASSAMESE,Average,Average,CULTIVATOR,HOUSE_WIFE,ONE,Average
male,ST,NO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE,ONE,Average
male,ST,OA,CBSE,CBSE,ENGLISH,Vg,Excellent,SCHOOL_TEACHER,OTHERS,ONE,Average
male,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Vg,ENGINEER,HOUSE_WIFE,ONE,Average
male,ST,WA,SEBA,AHSEC,ENGLISH,Good,Good,OTHERS,HOUSE_WIFE,TWO,Average
male,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,OTHERS,ONE,Average
female,ST,NO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,DOCTOR,ONE,Average
female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,SCHOOL_TEACHER,TWO,Average
male,ST,WA,CBSE,AHSEC,ENGLISH,Good,Good,OTHERS,SCHOOL_TEACHER,TWO,Average
female,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Good,ENGINEER,HOUSE_WIFE,ONE,Average
male,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE,TWO,Average
male,ST,NO,SEBA,AHSEC,ENGLISH,Good,Average,CULTIVATOR,HOUSE_WIFE,THREE,Average
female,ST,WA,OTHERS,OTHERS,ENGLISH,Vg,Vg,SCHOOL_TEACHER,HOUSE_WIFE,TWO,Average
female,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,SCHOOL_TEACHER,ONE,Average
male,ST,WA,CBSE,CBSE,ENGLISH,Vg,Vg,BANK_OFFICIAL,HOUSE_WIFE,THREE,Average
female,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,BUSINESS,DOCTOR,ONE,Average
female,ST,WA,SEBA,AHSEC,ASSAMESE,Vg,Good,CULTIVATOR,HOUSE_WIFE,FOUR,Average
male,ST,NO,SEBA,AHSEC,ENGLISH,Average,Good,BUSINESS,OTHERS,ONE,Average
male,ST,WA,SEBA,AHSEC,ENGLISH,Good,Good,OTHERS,SCHOOL_TEACHER,TWO,Average
male,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Good,OTHERS,HOUSE_WIFE,TWO,Average
female,ST,WA,SEBA,AHSEC,ENGLISH,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE,THREE,Average
male,ST,WA,SEBA,AHSEC,ENGLISH,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE,THREE,Average
female,ST,OA,OTHERS,OTHERS,ENGLISH,Good,Good,CULTIVATOR,HOUSE_WIFE,THREE,Average
female,ST,WA,SEBA,AHSEC,ENGLISH,Good,Good,OTHERS,HOUSE_WIFE,TWO,Average
female,ST,NO,SEBA,AHSEC,ENGLISH,Average,Average,SCHOOL_TEACHER,HOUSE_WIFE,THREE,Average
male,ST,WA,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER,ONE,Average
female,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,OTHERS,TWO,Average
male,ST,NO,SEBA,AHSEC,ENGLISH,Vg,Vg,CULTIVATOR,OTHERS,ONE,Average
female,ST,WA,CBSE,AHSEC,ENGLISH,Excellent,Good,BUSINESS,HOUSE_WIFE,TWO,Average
female,ST,WA,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,OTHERS,TWO,Average
female,ST,NO,SEBA,AHSEC,ENGLISH,Vg,Good,BUSINESS,SCHOOL_TEACHER,ONE,Average
female,ST,WA,SEBA,CBSE,ENGLISH,Good,Vg,DOCTOR,SCHOOL_TEACHER,TWO,Average
female,ST,WA,SEBA,AHSEC,ENGLISH,Good,Vg,OTHERS,HOUSE_WIFE,ONE,Average
male,ST,WA,SEBA,AHSEC,ENGLISH,Vg,Good,CULTIVATOR,HOUSE_WIFE,THREE,Average
male,ST,WA,SEBA,CBSE,ENGLISH,Good,Vg,OTHERS,SCHOOL_TEACHER,TWO,Average
male,ST,WA,SEBA,AHSEC,ENGLISH,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE,THREE,Average
female,ST,NO,SEBA,CBSE,ENGLISH,Vg,Good,BUSINESS,OTHERS,ONE,Average
